TEAM_NAME,FGM,FGA,FG3M,FG3A,FG%,FG3%,FG2M,FG2A,2P%,SEASON
Dallas Mavericks,3128,6770,571,1632,46.203840472673555,34.98774509803921,2557,5138,49.76644608797197,2008-09
Denver Nuggets,3058,6510,548,1477,46.97388632872504,37.10223425863236,2510,5033,49.87085237432943,2008-09
Detroit Pistons,2981,6559,377,1079,45.44900137216039,34.93975903614458,2604,5480,47.51824817518248,2008-09
Golden State Warriors,3231,7055,550,1475,45.79730687455705,37.28813559322034,2681,5580,48.04659498207886,2008-09
Houston Rockets,2959,6526,621,1656,45.34171008274594,37.5,2338,4870,48.0082135523614,2008-09
Indiana Pacers,3220,7080,652,1725,45.48022598870056,37.79710144927536,2568,5355,47.95518207282913,2008-09
Los Angeles Clippers,2955,6696,535,1513,44.13082437275986,35.36021150033047,2420,5183,46.69110553733359,2008-09
Los Angeles Lakers,3307,6981,547,1516,47.37143675691161,36.08179419525066,2760,5465,50.503202195791395,2008-09
Memphis Grizzlies,2865,6311,398,1106,45.39692600221834,35.98553345388788,2467,5205,47.39673390970221,2008-09
Miami Heat,3034,6646,582,1631,45.65151971110442,35.683629675045985,2452,5015,48.893320039880365,2008-09
Milwaukee Bucks,3009,6755,511,1408,44.54478164322724,36.29261363636363,2498,5347,46.717785674209836,2008-09
Minnesota Timberwolves,2986,6766,543,1539,44.132426840082765,35.28265107212476,2443,5227,46.73809068299216,2008-09
New Jersey Nets,2925,6536,652,1735,44.75214198286414,37.5792507204611,2273,4801,47.34430327015205,2008-09
New Orleans Hornets,2911,6366,556,1526,45.72730128809299,36.435124508519,2355,4840,48.65702479338843,2008-09
New York Knicks,3157,7091,823,2284,44.52122408687068,36.03327495621716,2334,4807,48.55419180361972,2008-09
Oklahoma City Thunder,2999,6716,328,949,44.65455628350208,34.562697576396204,2671,5767,46.31524189353217,2008-09
Orlando Magic,2929,6416,817,2147,45.65149625935162,38.05309734513274,2112,4269,49.47294448348559,2008-09
Philadelphia 76ers,2997,6532,341,1072,45.88181261481935,31.80970149253731,2656,5460,48.64468864468864,2008-09
Phoenix Suns,3373,6695,553,1445,50.38088125466766,38.26989619377162,2820,5250,53.714285714285715,2008-09
Portland Trail Blazers,3018,6494,596,1555,46.47366800123191,38.327974276527335,2422,4939,49.038266855638796,2008-09
Sacramento Kings,2990,6685,586,1594,44.72700074794316,36.762860727728985,2404,5091,47.220585346690235,2008-09
San Antonio Spurs,3042,6534,625,1620,46.5564738292011,38.58024691358025,2417,4914,49.18599918599919,2008-09
Toronto Raptors,3054,6673,479,1289,45.76652180428592,37.16058960434445,2575,5384,47.826894502228825,2008-09
Utah Jazz,3143,6623,392,1122,47.45583572399215,34.93761140819964,2751,5501,50.00908925649882,2008-09
Washington Wizards,2994,6655,395,1198,44.98873027798648,32.97161936560935,2599,5457,47.626901227780834,2008-09
Atlanta Hawks,3181,6801,524,1455,46.772533450963095,36.013745704467354,2657,5346,49.70071081182192,2009-10
Boston Celtics,3039,6294,499,1433,48.28408007626311,34.82205163991626,2540,4861,52.25262291709525,2009-10
Charlotte Bobcats,2858,6306,460,1331,45.321915635902315,34.56048084147258,2398,4975,48.201005025125625,2009-10
Chicago Bulls,3081,6825,352,1066,45.14285714285714,33.02063789868668,2729,5759,47.38669907970134,2009-10
Cleveland Cavaliers,3101,6391,602,1582,48.521358159912374,38.05309734513274,2499,4809,51.96506550218341,2009-10
Dallas Mavericks,3140,6760,558,1498,46.44970414201183,37.24966622162884,2582,5262,49.06879513492968,2009-10
Denver Nuggets,3124,6678,544,1517,46.78047319556754,35.86025049439684,2580,5161,49.990311955047474,2009-10
Detroit Pistons,2940,6602,374,1190,44.53196001211754,31.428571428571427,2566,5412,47.413155949741316,2009-10
Golden State Warriors,3329,7094,633,1687,46.926980546941074,37.522228808535864,2696,5407,49.86129091917884,2009-10
Houston Rockets,3094,6923,646,1838,44.69160768452983,35.14689880304679,2448,5085,48.14159292035398,2009-10
Indiana Pacers,3020,6823,659,1896,44.26205481459768,34.757383966244724,2361,4927,47.91962654759489,2009-10
Los Angeles Clippers,3002,6601,483,1457,45.47795788516891,33.15030885380919,2519,5144,48.969673405909795,2009-10
Los Angeles Lakers,3144,6875,532,1562,45.73090909090909,34.05889884763124,2612,5313,49.16243177112742,2009-10
Memphis Grizzlies,3223,6875,344,1020,46.88,33.72549019607843,2879,5855,49.17164816396242,2009-10
Miami Heat,2984,6518,494,1426,45.78091439091746,34.642356241234225,2490,5092,48.900235663786326,2009-10
Milwaukee Bucks,3050,6998,645,1813,43.58388110888826,35.57639271924986,2405,5185,46.38379942140791,2009-10
Minnesota Timberwolves,3106,6923,403,1181,44.86494294381049,34.123624047417444,2703,5742,47.07419017763846,2009-10
New Jersey Nets,2813,6554,377,1185,42.92035398230089,31.814345991561183,2436,5369,45.371577574967404,2009-10
New Orleans Hornets,3178,6842,571,1572,46.44840689856767,36.32315521628499,2607,5270,49.46869070208729,2009-10
New York Knicks,3127,6876,743,2145,45.47702152414194,34.63869463869464,2384,4731,50.39103783555273,2009-10
Oklahoma City Thunder,3063,6629,418,1229,46.20606426308644,34.01139137510171,2645,5400,48.98148148148148,2009-10
Orlando Magic,3005,6394,841,2241,46.997184860807,37.52788933511825,2164,4153,52.106910666987716,2009-10
Philadelphia 76ers,3087,6706,474,1381,46.03340292275574,34.32295438088342,2613,5325,49.070422535211264,2009-10
Phoenix Suns,3339,6788,730,1770,49.18974661166765,41.24293785310734,2609,5018,51.99282582702271,2009-10
Portland Trail Blazers,2974,6453,491,1388,46.0870912753758,35.37463976945245,2483,5065,49.02270483711747,2009-10
Sacramento Kings,3144,6895,482,1383,45.598259608411894,34.85177151120752,2662,5512,48.294629898403485,2009-10
San Antonio Spurs,3150,6659,554,1547,47.30440006006908,35.81124757595346,2596,5112,50.78247261345853,2009-10
Toronto Raptors,3199,6631,518,1397,48.24310058814659,37.07945597709377,2681,5234,51.22277416889568,2009-10
Utah Jazz,3227,6575,439,1207,49.07984790874524,36.37116818558409,2788,5368,51.93740685543964,2009-10
Washington Wizards,3008,6700,432,1225,44.8955223880597,35.26530612244898,2576,5475,47.050228310502284,2009-10
Atlanta Hawks,2971,6429,502,1427,46.21247472390729,35.17869656622285,2469,5002,49.36025589764094,2010-11
Boston Celtics,3023,6219,408,1119,48.60910114166265,36.46112600536193,2615,5100,51.27450980392156,2010-11
Charlotte Bobcats,2873,6365,393,1203,45.13747054202671,32.66832917705736,2480,5162,48.04339403332042,2010-11
Chicago Bulls,3042,6587,511,1415,46.181873386974345,36.113074204947,2531,5172,48.93658159319412,2010-11
Cleveland Cavaliers,2886,6647,509,1489,43.418083345870315,34.184016118200134,2377,5158,46.083753392787905,2010-11
Dallas Mavericks,3069,6463,645,1768,47.48568776110166,36.48190045248869,2424,4695,51.629392971246006,2010-11
Denver Nuggets,3145,6613,662,1704,47.55784061696658,38.84976525821596,2483,4909,50.58056630678346,2010-11
Detroit Pistons,3056,6647,472,1256,45.97562810290356,37.57961783439491,2584,5391,47.9317380819885,2010-11
Golden State Warriors,3251,7047,685,1749,46.13310628636299,39.16523727844483,2566,5298,48.43337108342771,2010-11
Houston Rockets,3170,6975,677,1843,45.448028673835125,36.73358654367879,2493,5132,48.57755261106781,2010-11
Indiana Pacers,3003,6787,585,1653,44.246353322528364,35.39019963702359,2418,5134,47.097779509154655,2010-11
Los Angeles Clippers,3015,6594,513,1519,45.72338489535942,33.77221856484529,2502,5075,49.30049261083744,2010-11
Los Angeles Lakers,3128,6757,524,1487,46.29273346159538,35.23873570948218,2604,5270,49.411764705882355,2010-11
Memphis Grizzlies,3200,6801,309,926,47.05190413174533,33.36933045356372,2891,5875,49.20851063829787,2010-11
Miami Heat,3031,6301,547,1479,48.10347563878749,36.984448951994594,2484,4822,51.51389464952302,2010-11
Milwaukee Bucks,2814,6544,483,1414,43.00122249388753,34.15841584158416,2331,5130,45.438596491228076,2010-11
Minnesota Timberwolves,3090,7014,589,1565,44.05474764756202,37.635782747603834,2501,5449,45.89832996880162,2010-11
New Jersey Nets,2918,6638,459,1337,43.9590238023501,34.33059087509349,2459,5301,46.38747406149783,2010-11
New Orleans Hornets,2944,6416,444,1232,45.885286783042396,36.038961038961034,2500,5184,48.2253086419753,2010-11
New York Knicks,3140,6867,765,2081,45.72593563419252,36.7611725132148,2375,4786,49.623903050564145,2010-11
Oklahoma City Thunder,3066,6609,487,1403,46.39128461189287,34.71133285816108,2579,5206,49.53899346907414,2010-11
Orlando Magic,2956,6411,770,2103,46.10825144283263,36.614360437470275,2186,4308,50.74280408542246,2010-11
Philadelphia 76ers,3125,6776,443,1248,46.11865407319953,35.496794871794876,2682,5528,48.516642547033285,2010-11
Phoenix Suns,3219,6844,701,1857,47.03389830508475,37.74905761981691,2518,4987,50.49127732103469,2010-11
Portland Trail Blazers,2951,6599,518,1503,44.718896802545835,34.46440452428477,2433,5096,47.743328100470954,2010-11
Sacramento Kings,3134,6979,428,1277,44.90614701246597,33.51605324980423,2706,5702,47.45703262013329,2010-11
San Antonio Spurs,3148,6628,685,1727,47.495473747736874,39.664157498552406,2463,4901,50.255049989797996,2010-11
Toronto Raptors,3144,6755,345,1091,46.54330125832716,31.622364802933088,2799,5664,49.41737288135593,2010-11
Utah Jazz,3064,6590,435,1256,46.49468892261002,34.63375796178344,2629,5334,49.28758905136858,2010-11
Washington Wizards,3048,6888,392,1182,44.25087108013937,33.16412859560068,2656,5706,46.54749386610585,2010-11
Atlanta Hawks,2429,5348,492,1330,45.41884816753927,36.99248120300752,1937,4018,48.208063713290194,2011-12
Boston Celtics,2341,5086,363,988,46.02831301612269,36.74089068825911,1978,4098,48.26744753538311,2011-12
Charlotte Bobcats,2193,5293,263,892,41.43208010580011,29.484304932735427,1930,4401,43.853669620540785,2011-12
Chicago Bulls,2467,5462,419,1117,45.16660563896009,37.51119068934646,2048,4345,47.134637514384345,2011-12
Cleveland Cavaliers,2261,5360,440,1273,42.18283582089552,34.56402199528672,1821,4087,44.55590897969171,2011-12
Dallas Mavericks,2398,5412,497,1464,44.3089430894309,33.94808743169399,1901,3948,48.15096251266464,2011-12
Denver Nuggets,2572,5404,435,1311,47.59437453737972,33.18077803203661,2137,4093,52.211092108477885,2011-12
Detroit Pistons,2291,5232,317,916,43.78822629969419,34.60698689956332,1974,4316,45.73679332715477,2011-12
Golden State Warriors,2489,5443,524,1351,45.72845857064119,38.786084381939304,1965,4092,48.02052785923754,2011-12
Houston Rockets,2489,5543,478,1330,44.90348186902399,35.93984962406015,2011,4213,47.73320674103964,2011-12
Indiana Pacers,2354,5375,392,1064,43.7953488372093,36.84210526315789,1962,4311,45.51148225469729,2011-12
Los Angeles Clippers,2439,5366,514,1441,45.452851285874026,35.66967383761277,1925,3925,49.044585987261144,2011-12
Los Angeles Lakers,2429,5319,362,1112,45.66647866140252,32.55395683453237,2067,4207,49.132398383646304,2011-12
Memphis Grizzlies,2425,5422,277,849,44.72519365547768,32.6266195524146,2148,4573,46.97135359720096,2011-12
Miami Heat,2446,5212,370,1030,46.93016116653876,35.92233009708738,2076,4182,49.64131994261119,2011-12
Milwaukee Bucks,2502,5652,436,1265,44.26751592356688,34.466403162055336,2066,4387,47.093685890129926,2011-12
Minnesota Timberwolves,2355,5434,473,1423,43.33824070666176,33.23963457484188,1882,4011,46.920967339815505,2011-12
New Jersey Nets,2262,5320,507,1481,42.5187969924812,34.23362592842673,1755,3839,45.71502995571763,2011-12
New Orleans Hornets,2300,5103,259,777,45.071526553008034,33.33333333333333,2041,4326,47.17984281091077,2011-12
New York Knicks,2365,5335,517,1538,44.329896907216494,33.61508452535761,1848,3797,48.67000263365815,2011-12
Oklahoma City Thunder,2462,5229,472,1317,47.083572384777206,35.83902809415338,1990,3912,50.869120654396724,2011-12
Orlando Magic,2275,5162,670,1785,44.072065091049986,37.53501400560224,1605,3377,47.52739117559964,2011-12
Philadelphia 76ers,2471,5516,349,963,44.79695431472081,36.24091381100727,2122,4553,46.606632989237866,2011-12
Phoenix Suns,2495,5445,444,1295,45.821854912764,34.285714285714285,2051,4150,49.42168674698795,2011-12
Portland Trail Blazers,2402,5417,478,1382,44.34188665312904,34.58755426917511,1924,4035,47.68277571251549,2011-12
Sacramento Kings,2490,5712,411,1301,43.59243697478992,31.59108378170638,2079,4411,47.13216957605985,2011-12
San Antonio Spurs,2611,5463,552,1405,47.79425224235768,39.288256227758005,2059,4058,50.73928043371119,2011-12
Toronto Raptors,2268,5154,365,1075,44.0046565774156,33.95348837209302,1903,4079,46.65359156656043,2011-12
Utah Jazz,2523,5531,273,845,45.61562104501898,32.30769230769231,2250,4686,48.015364916773365,2011-12
Washington Wizards,2414,5475,344,1075,44.09132420091324,32.0,2070,4400,47.04545454545455,2011-12
Atlanta Hawks,3084,6644,706,1901,46.41782059000602,37.1383482377696,2378,4743,50.13704406493781,2012-13
Boston Celtics,3001,6459,498,1390,46.46230066573773,35.827338129496404,2503,5069,49.37857565594792,2012-13
Brooklyn Nets,2942,6544,628,1760,44.95721271393643,35.68181818181818,2314,4784,48.369565217391305,2012-13
Charlotte Bobcats,2823,6649,469,1399,42.457512407880884,33.52394567548249,2354,5250,44.838095238095235,2012-13
Chicago Bulls,2926,6698,446,1265,43.684681994625265,35.25691699604743,2480,5433,45.64697220688386,2012-13
Cleveland Cavaliers,2993,6901,547,1581,43.37052601072308,34.59835547122075,2446,5320,45.97744360902256,2012-13
Dallas Mavericks,3182,6892,606,1628,46.16947185142194,37.223587223587224,2576,5264,48.93617021276596,2012-13
Denver Nuggets,3339,6983,521,1518,47.81612487469569,34.32147562582345,2818,5465,51.56450137236962,2012-13
Detroit Pistons,2979,6638,513,1440,44.877975293763186,35.625,2466,5198,47.44132358599462,2012-13
Golden State Warriors,3130,6840,658,1632,45.760233918128655,40.318627450980394,2472,5208,47.465437788018434,2012-13
Houston Rockets,3124,6782,867,2369,46.06310822766146,36.59772055719713,2257,4413,51.14434624971674,2012-13
Indiana Pacers,2845,6525,555,1599,43.60153256704981,34.709193245778614,2290,4926,46.4880227365002,2012-13
Los Angeles Clippers,3160,6608,627,1752,47.82082324455206,35.78767123287671,2533,4856,52.162273476112034,2012-13
Los Angeles Lakers,3041,6640,715,2015,45.79819277108434,35.483870967741936,2326,4625,50.29189189189189,2012-13
Memphis Grizzlies,2964,6679,382,1107,44.377900883365776,34.507678410117435,2582,5572,46.33883704235463,2012-13
Miami Heat,3148,6348,717,1809,49.59042218021424,39.63515754560531,2431,4539,53.558052434456926,2012-13
Milwaukee Bucks,3128,7197,601,1670,43.46255384187856,35.98802395209581,2527,5527,45.72100597068934,2012-13
Minnesota Timberwolves,2943,6702,450,1475,43.91226499552373,30.508474576271187,2493,5227,47.69466233020853,2012-13
New Orleans Hornets,2955,6589,535,1474,44.847473061162546,36.29579375848033,2420,5115,47.31182795698925,2012-13
New York Knicks,2996,6689,891,2371,44.78995365525489,37.57908055672712,2105,4318,48.74942102825382,2012-13
Oklahoma City Thunder,3126,6504,598,1588,48.06273062730627,37.657430730478595,2528,4916,51.42392188771359,2012-13
Orlando Magic,3093,6904,506,1537,44.80011587485516,32.921275211450876,2587,5367,48.20197503260667,2012-13
Philadelphia 76ers,3059,6895,518,1438,44.36548223350254,36.02225312934632,2541,5457,46.56404617921935,2012-13
Phoenix Suns,3061,6917,480,1455,44.253288998120574,32.98969072164948,2581,5462,47.253753203954595,2012-13
Portland Trail Blazers,3009,6715,673,1904,44.81012658227848,35.346638655462186,2336,4811,48.555393889004364,2012-13
Sacramento Kings,3086,6904,610,1681,44.69872537659328,36.2879238548483,2476,5223,47.40570553321846,2012-13
San Antonio Spurs,3210,6675,663,1764,48.08988764044943,37.58503401360544,2547,4911,51.86316432498472,2012-13
Toronto Raptors,2979,6685,571,1665,44.56245325355273,34.29429429429429,2408,5020,47.96812749003984,2012-13
Utah Jazz,3046,6710,507,1385,45.39493293591654,36.60649819494585,2539,5325,47.68075117370892,2012-13
Washington Wizards,2910,6693,545,1495,43.47826086956522,36.45484949832776,2365,5198,45.49826856483263,2012-13
Atlanta Hawks,3061,6688,768,2116,45.76854066985646,36.29489603024575,2293,4572,50.15310586176728,2013-14
Boston Celtics,2996,6883,575,1729,43.5275315995932,33.256217466743784,2421,5154,46.9732246798603,2013-14
Brooklyn Nets,2931,6391,709,1922,45.861367548114536,36.88865764828304,2222,4469,49.72029536809129,2013-14
Charlotte Bobcats,2976,6730,516,1471,44.21991084695394,35.078178110129166,2460,5259,46.77695379349686,2013-14
Chicago Bulls,2843,6577,508,1459,43.226395012923824,34.81836874571624,2335,5118,45.62329034779211,2013-14
Cleveland Cavaliers,3036,6955,584,1640,43.652048885693745,35.609756097560975,2452,5315,46.133584195672626,2013-14
Dallas Mavericks,3249,6858,721,1877,47.3753280839895,38.41236014917421,2528,4981,50.75286087131098,2013-14
Denver Nuggets,3147,7042,702,1959,44.689008804316956,35.83460949464013,2445,5083,48.10151485343302,2013-14
Detroit Pistons,3182,7124,507,1580,44.66591802358226,32.08860759493671,2675,5544,48.25036075036075,2013-14
Golden State Warriors,3236,7005,774,2037,46.195574589578875,37.99705449189985,2462,4968,49.55716586151369,2013-14
Houston Rockets,3118,6603,779,2179,47.22096016961987,35.75034419458467,2339,4424,52.87070524412296,2013-14
Indiana Pacers,2949,6573,550,1542,44.86535828388863,35.66796368352789,2399,5031,47.684356986682566,2013-14
Los Angeles Clippers,3208,6761,693,1966,47.44860227776956,35.24923702950152,2515,4795,52.45046923879041,2013-14
Los Angeles Lakers,3139,6980,774,2032,44.97134670487106,38.09055118110236,2365,4948,47.79708973322555,2013-14
Memphis Grizzlies,3122,6723,405,1147,46.43760226089543,35.30950305143853,2717,5576,48.72668579626973,2013-14
Miami Heat,3142,6272,665,1829,50.09566326530612,36.35866593767086,2477,4443,55.750618951159126,2013-14
Milwaukee Bucks,2952,6737,548,1553,43.81772302211667,35.28654217643271,2404,5184,46.373456790123456,2013-14
Minnesota Timberwolves,3189,7175,600,1757,44.44599303135888,34.14911781445646,2589,5418,47.78516057585825,2013-14
New Orleans Pelicans,3101,6761,486,1303,45.86599615441503,37.29854182655411,2615,5458,47.91132282887504,2013-14
New York Knicks,3027,6739,759,2038,44.91764356729485,37.24239450441609,2268,4701,48.245054243777915,2013-14
Oklahoma City Thunder,3194,6782,664,1839,47.095252138012384,36.10657966286025,2530,4943,51.183491806595185,2013-14
Orlando Magic,3022,6784,563,1596,44.54599056603774,35.27568922305765,2459,5188,47.397841171935234,2013-14
Philadelphia 76ers,3108,7150,577,1847,43.46853146853147,31.23984840281538,2531,5303,47.72770130115029,2013-14
Phoenix Suns,3172,6845,765,2055,46.34039444850256,37.22627737226277,2407,4790,50.25052192066806,2013-14
Portland Trail Blazers,3207,7134,770,2071,44.95374264087468,37.18010622887494,2437,5063,48.13351767726644,2013-14
Sacramento Kings,3026,6766,491,1475,44.72361809045226,33.28813559322034,2535,5291,47.91154791154791,2013-14
San Antonio Spurs,3326,6844,698,1757,48.59731151373466,39.72680705748435,2628,5087,51.661096913701584,2013-14
Toronto Raptors,2992,6718,713,1917,44.537064602560285,37.19353155972874,2279,4801,47.4692772339096,2013-14
Utah Jazz,2951,6652,543,1577,44.36259771497294,34.43246670894103,2408,5075,47.44827586206897,2013-14
Washington Wizards,3177,6920,647,1704,45.910404624277454,37.96948356807512,2530,5216,48.50460122699386,2013-14
Atlanta Hawks,3121,6699,818,2152,46.58904314076728,38.01115241635687,2303,4547,50.6487794149989,2014-15
Boston Celtics,3193,7211,660,2021,44.27957287477465,32.6571004453241,2533,5190,48.80539499036609,2014-15
Brooklyn Nets,3069,6804,541,1633,45.10582010582011,33.12921004286589,2528,5171,48.88802939470121,2014-15
Charlotte Hornets,2913,6932,498,1566,42.02250432775534,31.800766283524908,2415,5366,45.005590756615725,2014-15
Chicago Bulls,3001,6797,645,1825,44.15183169045167,35.342465753424655,2356,4972,47.38535800482703,2014-15
Cleveland Cavaliers,3089,6739,826,2253,45.83766137409111,36.66222814025743,2263,4486,50.445831475702185,2014-15
Dallas Mavericks,3255,7036,732,2082,46.26208072768618,35.158501440922194,2523,4954,50.92854259184497,2014-15
Denver Nuggets,3099,7158,660,2032,43.29421626152556,32.48031496062992,2439,5126,47.58095981271947,2014-15
Detroit Pistons,3041,7038,703,2043,43.208297811878374,34.41018110621635,2338,4995,46.806806806806804,2014-15
Golden State Warriors,3410,7137,883,2217,47.779178926719915,39.82859720342805,2527,4920,51.361788617886184,2014-15
Houston Rockets,3032,6832,933,2680,44.37939110070258,34.8134328358209,2099,4152,50.553949903660886,2014-15
Indiana Pacers,2998,6824,612,1740,43.93317702227433,35.172413793103445,2386,5084,46.931549960660895,2014-15
Los Angeles Clippers,3228,6830,827,2202,47.26207906295754,37.55676657584014,2401,4628,51.879861711322384,2014-15
Los Angeles Lakers,3054,7020,532,1546,43.504273504273506,34.411384217335055,2522,5474,46.07234198027037,2014-15
Memphis Grizzlies,3097,6763,423,1246,45.7932870028094,33.94863563402889,2674,5517,48.46837049120899,2014-15
Miami Heat,2885,6330,556,1659,45.57661927330174,33.51416515973478,2329,4671,49.860843502462,2014-15
Milwaukee Bucks,3083,6722,545,1500,45.86432609342457,36.333333333333336,2538,5222,48.60206817311375,2014-15
Minnesota Timberwolves,2986,6820,406,1223,43.78299120234604,33.19705641864268,2580,5597,46.09612292299446,2014-15
New Orleans Pelicans,3108,6795,586,1583,45.73951434878587,37.018319646241316,2522,5212,48.38833461243285,2014-15
New York Knicks,2882,6726,560,1614,42.84864704133214,34.696406443618336,2322,5112,45.42253521126761,2014-15
Oklahoma City Thunder,3184,7119,632,1864,44.725382778480125,33.90557939914164,2552,5255,48.56327307326356,2014-15
Orlando Magic,3076,6792,554,1598,45.28857479387515,34.668335419274094,2522,5194,48.55602618405853,2014-15
Philadelphia 76ers,2765,6777,692,2160,40.79976390733363,32.03703703703704,2073,4617,44.89928525016244,2014-15
Phoenix Suns,3178,7038,698,2048,45.15487354362035,34.08203125,2480,4990,49.69939879759519,2014-15
Portland Trail Blazers,3175,7049,807,2231,45.04184990778834,36.17212012550426,2368,4818,49.149024491490245,2014-15
Sacramento Kings,3010,6617,461,1350,45.48889224724195,34.14814814814815,2549,5267,48.39567116005316,2014-15
San Antonio Spurs,3208,6854,677,1847,46.80478552669974,36.65403356794803,2531,5007,50.54923107649291,2014-15
Toronto Raptors,3108,6829,726,2060,45.51178796309855,35.24271844660194,2382,4769,49.94757810861816,2014-15
Utah Jazz,2900,6492,610,1781,44.670363524337645,34.25042111173498,2290,4711,48.60963701974103,2014-15
Washington Wizards,3139,6790,497,1381,46.22974963181149,35.98841419261405,2642,5409,48.844518395267144,2014-15
Atlanta Hawks,3168,6923,815,2326,45.76050845009389,35.03869303525365,2353,4597,51.185555797259084,2015-16
Boston Celtics,3216,7318,717,2142,43.94643345176278,33.47338935574229,2499,5176,48.2805255023184,2015-16
Brooklyn Nets,3136,6920,531,1508,45.31791907514451,35.212201591511935,2605,5412,48.13377679231338,2015-16
Charlotte Hornets,3036,6922,873,2410,43.86015602427044,36.22406639004149,2163,4512,47.93882978723404,2015-16
Chicago Bulls,3165,7170,651,1753,44.14225941422594,37.13633770678836,2514,5417,46.40945172604763,2015-16
Cleveland Cavaliers,3171,6888,880,2428,46.03658536585366,36.24382207578254,2291,4460,51.36771300448431,2015-16
Dallas Mavericks,3064,6900,806,2342,44.405797101449274,34.415029888983774,2258,4558,49.53927161035542,2015-16
Denver Nuggets,3093,7003,656,1943,44.166785663287165,33.762223365928975,2437,5060,48.162055335968375,2015-16
Detroit Pistons,3111,7087,740,2148,43.8972767038239,34.45065176908753,2371,4939,48.005669163798345,2015-16
Golden State Warriors,3489,7159,1077,2592,48.735856963263025,41.550925925925924,2412,4567,52.81366323626012,2015-16
Houston Rockets,3094,6847,878,2533,45.18767343362056,34.662455586261345,2216,4314,51.36764024107556,2015-16
Indiana Pacers,3142,6985,663,1889,44.982104509663564,35.09793541556379,2479,5096,48.64599686028257,2015-16
LA Clippers,3141,6759,797,2190,46.47137150466045,36.39269406392694,2344,4569,51.30225432260889,2015-16
Los Angeles Lakers,2880,6956,639,2016,41.403105232892464,31.69642857142857,2241,4940,45.364372469635626,2015-16
Memphis Grizzlies,3019,6859,504,1521,44.01516256013996,33.13609467455622,2515,5338,47.11502435369052,2015-16
Miami Heat,3150,6697,498,1480,47.035986262505595,33.648648648648646,2652,5217,50.83381253594019,2015-16
Milwaukee Bucks,3145,6740,440,1277,46.66172106824926,34.455755677368835,2705,5463,49.51491854292514,2015-16
Minnesota Timberwolves,3095,6668,455,1347,46.41571685662868,33.778767631774315,2640,5321,49.61473407254275,2015-16
New Orleans Pelicans,3153,7040,702,1951,44.78693181818182,35.981547924141466,2451,5089,48.16270387109452,2015-16
New York Knicks,3022,6886,610,1762,43.886145803078705,34.61975028376845,2412,5124,47.07259953161593,2015-16
Oklahoma City Thunder,3372,7082,678,1945,47.61366845523863,34.8586118251928,2694,5137,52.443060151839596,2015-16
Orlando Magic,3242,7120,636,1818,45.53370786516854,34.98349834983499,2606,5302,49.15126367408525,2015-16
Philadelphia 76ers,2970,6887,764,2255,43.12472774793088,33.88026607538803,2206,4632,47.62521588946459,2015-16
Phoenix Suns,3051,7018,738,2118,43.47392419492733,34.844192634560905,2313,4900,47.20408163265306,2015-16
Portland Trail Blazers,3167,7040,864,2336,44.98579545454545,36.986301369863014,2303,4704,48.95833333333333,2015-16
Sacramento Kings,3283,7083,660,1839,46.350416490187776,35.88907014681892,2623,5244,50.019069412662084,2015-16
San Antonio Spurs,3289,6797,570,1518,48.388995144916876,37.54940711462451,2719,5279,51.505967039211974,2015-16
Toronto Raptors,3006,6669,708,1915,45.07422402159244,36.97127937336815,2298,4754,48.33824148085822,2015-16
Utah Jazz,2957,6593,694,1956,44.850599120279085,35.48057259713702,2263,4637,48.80310545611387,2015-16
Washington Wizards,3238,7033,709,1983,46.04009668704678,35.75390821986888,2529,5050,50.07920792079208,2015-16
Atlanta Hawks,3123,6918,729,2137,45.143104943625325,34.1132428638278,2394,4781,50.07320644216691,2016-17
Boston Celtics,3168,6977,985,2741,45.406335101046295,35.93578985771616,2183,4236,51.53446647780925,2016-17
Brooklyn Nets,3102,6987,877,2591,44.39673679690854,33.84793516016982,2225,4396,50.614194722474984,2016-17
Charlotte Hornets,3093,7000,824,2347,44.18571428571428,35.10864933958245,2269,4653,48.76423812594025,2016-17
Chicago Bulls,3169,7141,623,1831,44.377538159921585,34.02512288367013,2546,5310,47.94726930320151,2016-17
Cleveland Cavaliers,3275,6963,1067,2779,47.03432428550912,38.39510615329255,2208,4184,52.77246653919694,2016-17
Dallas Mavericks,2968,6750,878,2473,43.97037037037037,35.50343712090579,2090,4277,48.866027589431845,2016-17
Denver Nuggets,3377,7194,870,2365,46.94189602446483,36.78646934460888,2507,4829,51.91551045765169,2016-17
Detroit Pistons,3269,7282,631,1915,44.89151332051634,32.95039164490861,2638,5367,49.15222656977827,2016-17
Golden State Warriors,3532,7140,982,2562,49.46778711484594,38.32943013270882,2550,4578,55.70117955439057,2016-17
Houston Rockets,3305,7152,1181,3306,46.21085011185682,35.72292800967937,2124,3846,55.22620904836193,2016-17
Indiana Pacers,3221,6931,709,1885,46.47237050930602,37.61273209549071,2512,5046,49.78200554894966,2016-17
LA Clippers,3242,6820,841,2245,47.536656891495596,37.46102449888642,2401,4575,52.4808743169399,2016-17
Los Angeles Lakers,3224,7164,730,2110,45.00279173646008,34.59715639810427,2494,5054,49.34705184012663,2016-17
Memphis Grizzlies,2984,6854,767,2169,43.536620951269335,35.361917934532045,2217,4685,47.32123799359658,2016-17
Miami Heat,3202,7037,808,2213,45.50234474918289,36.51152281970177,2394,4824,49.62686567164179,2016-17
